Word Gold_Standard Prediction
154.82 O O

7. O O
dan B-PER B-PER
cuo I-PER I-PER
( O O
china B-LOC B-LOC
) O O
154.61 O O

8. O O
kristie B-PER O
marshall I-PER I-PER
( O O
australia B-LOC B-LOC
) O O
154.60 O O

9. O O
xu B-PER O
nannan I-PER O
( O O
china B-LOC B-LOC
) O O
152.08 O O

10. O O
hilde B-PER O
synnove I-PER O
lid I-PER O
( O O
norway B-LOC O
) O O
148.20 O O

SKI O O
JUMPING-LEADING O O
WORLD B-MISC O
CUP I-MISC O
RESULTS O O
/ O O
STANDINGS O O
. O O

KUUSAMO B-LOC O
, O O
finland B-LOC B-LOC
1996-12-07 O O

leading O O
results O O
in O O
a O O

world B-MISC B-MISC
cup I-MISC I-MISC
high O O
hill O O
( O O
120-metre O O
) O O
ski O O
jumping O O
event O O
on O O
saturday O O
: O O

1. O O
takanobu B-PER O
okabe I-PER O
( O O
japan B-LOC B-LOC
) O O
303.4 O O
points O O
( O O
first O O
jump O O

145.4 O O
/ O O
second O O
jump O O
158 O O
) O O

2. O O
kazuyoshi B-PER O
funaki I-PER O
( O O
japan B-LOC B-LOC
) O O
295.4 O O
( O O
151.5 O O
/ O O
143.9 O O
) O O

3. O O
andreas B-PER B-PER
goldberger I-PER I-PER
( O O
austria B-LOC B-LOC
) O O
274.4 O O
( O O
144.4 O O
/ O O
130 O O
) O O

4. O O
dieter B-PER B-PER
thoma I-PER O
( O O
germany B-LOC B-LOC
) O O
267 O O
( O O
141.6 O O
/ O O
124.4 O O
) O O

5. O O
ari-pekka B-PER O
nikkola I-PER O
( O O
finland B-LOC B-LOC
) O O
256.4 O O
( O O
126 O O
/ O O
130.4 O O
) O O

6. O O
reinhard B-PER O
schwarzenberger I-PER O
( O O
austria B-LOC B-LOC
) O O
252.6 O O
( O O
119.7 O O
/ O O
132.9 O O
) O O

7. O O
noriaki B-PER O
kasai I-PER O
( O O
japan B-LOC B-LOC
) O O
242 O O
( O O
124.2 O O
/ O O
117.8 O O
) O O

8. O O
hiroya B-PER O
saitoh I-PER O
( O O
japan B-LOC B-LOC
) O O
234.7 O O
( O O
124.6 O O
/ O O
110.1 O O
) O O

9. O O
jani B-PER O
soininen I-PER O
( O O
finland B-LOC B-LOC
) O O
231.5 O O
( O O
115 O O
/ O O
116.5 O O
) O O

10. O O
kristian B-PER O
brenden I-PER O
( O O
norway B-LOC O
) O O
228.1 O O
( O O
129.4 O O
/ O O
98.7 O O
) O O

leading O O
world B-MISC O
cup I-MISC I-MISC
standings O O
( O O
after O O
three O O
events O O
) O O
: O O

1. O O
thoma B-PER O
210 O O
points O O

2. O O
brenden B-PER O
206 O O

3. O O
goldberger B-PER O
160 O O

4. O O
okabe B-PER O
146 O O

5. O O
funaki B-PER O
143 O O

6. O O
saitoh B-PER O
121 O O

7. O O
espen B-PER O
bredesen I-PER O
( O O
norway B-LOC B-LOC
) O O
112 O O

8. O O
nikkola B-PER O
101 O O

9. O O
soininen B-PER O
85 O O

10. O O
primoz B-PER O
peterka I-PER O
( O O
slovakia B-LOC O
) O O
76 O O

BADMINTON O B-LOC
- O O
WORLD B-MISC O
GRAND I-MISC O
PRIX I-MISC O
SEMIFINAL O O
RESULTS O O
. O O

TEMBAU B-LOC O
DENPASAR I-LOC O
, O O
bali B-LOC O
1996-12-07 O O

results O O
of O O

semifinals O O
at O O
the O O
world B-MISC O
grand I-MISC O
prix I-MISC O
finals O O
on O O
saturday O O
: O O

men O O
's O O
singles O O

fung B-PER B-LOC
permadi I-PER O
( O O
taiwan B-LOC B-LOC
) O O
beat O O
indra B-PER O
wijaya I-PER O
( O O
indonesia B-LOC B-LOC
) O O
15-6 O O
15-8 O O

sun B-PER B-ORG
jun I-PER I-LOC
( O O
china B-LOC B-LOC
) O O
beat O O
allan B-PER B-PER
budi I-PER I-PER
kusuma I-PER O
( O O
indonesia B-LOC B-LOC
) O O
15-9 O O
15-10 O O

women O O
's O O
singles O O

susi B-PER O
susanti I-PER O
( O O
indonesia B-LOC B-LOC
) O O
beat O O
camilla B-PER O
martin I-PER B-PER
( O O
denmark B-LOC B-LOC
) O O
11-1 O O

11-3 O O

ye B-PER O
zhaoying I-PER O
( O O
china B-LOC B-LOC
) O O
beat O O
gong B-PER B-PER
zhichao I-PER O
( O O
china B-LOC B-LOC
) O O
11-8 O O
11-3 O O

SPEED O B-PER
SKATING-RESULTS O O
OF O O
WORLD B-MISC O
CUP I-MISC O
SPEED O O
SKATING O O
RACES O O
. O O

CHONJU B-LOC O
, O O
south B-LOC B-LOC
korea I-LOC I-LOC
1996-12-07 O O

results O O
on O O
the O O
first O O
day O O
of O O
the O O
world B-MISC O
cup I-MISC O
speed O O
skating O O
races O O
here O O
on O O
saturday O O
. O O

men O O
's O O
500 O O
metres O O
first O O
round O O
: O O
1 O O
. O O

horii B-PER O
manabu I-PER O
( O O
japan B-LOC B-LOC
) O O
37.23 O O
seconds O O
; O O
2 O O
. O O

jaegal B-PER O
sung-yeol I-PER O
( O O
south B-LOC O
korea I-LOC I-LOC
) O O
37.46 O O
; O O
3 O O
. O O

grunde B-PER O
njos I-PER O
( O O
norway B-LOC O
) O O
37.49 O O
; O O
4 O O
. O O

shimizu B-PER O
hiroyasu I-PER O
( O O
japan B-LOC B-LOC
) O O
37.68 O O
; O O
5 O O
. O O

sergey B-PER O
klevchenya I-PER O
( O O
russia B-LOC B-LOC
) O O
37.86 O O
; O O
6 O O
. O O

yamakage B-PER O
hiroaki I-PER O
( O O
japan B-LOC B-LOC
) O O
37.93 O O
; O O
7 O O
. O O

casey B-PER B-PER
fitzrandolph I-PER O
( O O
US B-LOC O
) O O
37.97 O O
; O O
8 O O
. O O

sylvain B-PER O
bouchard I-PER O
( O O
canada B-LOC B-LOC
) O O
38.00 O O
; O O
9 O O
. O O

kim B-PER B-PER
yoon-man I-PER O
( O O
south B-LOC B-LOC
korea I-LOC I-LOC
) O O
38.05 O O
; O O
10 O O
. O O

inoue B-PER O
junichi I-PER O
( O O
japan B-LOC B-LOC
) O O
38.08 O O
. O O

women O O
's O O
500 O O
metres O O
first O O
round O O
: O O
1 O O
. O O

xuc B-PER O
rulhong I-PER O
( O O
china B-LOC B-LOC
) O O
40.78 O O
; O O
2 O O
. O O

svetlana B-PER O
jhurova I-PER O
( O O
russia B-LOC B-LOC
) O O
41.08 O O
; O O
3 O O
. O O

franziska B-PER O
schenk I-PER O
( O O
germany B-LOC B-LOC
) O O
41.13 O O
; O O
4 O O
. O O

okazaki B-PER O
tomomi I-PER O
( O O
japan B-LOC B-LOC
) O O
41.19 O O
; O O
5 O O
. O O

shimazaki B-PER O
kyoko I-PER O
( O O
japan B-LOC B-LOC
) O O
41.45 O O
; O O
6 O O
. O O

marianne B-PER I-PER
timmer I-PER O
( O O
netherlands B-LOC B-LOC
) O O
41.58 O O
; O O
7 O O
. O O

jin B-PER O
hua I-PER O
( O O
china B-LOC B-LOC
) O O
41.59 O O
; O O
8 O O
. O O

alena B-PER O
koroleva I-PER O
( O O
russia B-LOC B-LOC
) O O
41.64 O O
; O O
9 O O
. O O

chris B-PER B-PER
witty I-PER I-PER
( O O
US B-LOC O
) O O
41.75 O O
; O O
10 O O
. O O

anke B-PER B-PER
baler I-PER O
( O O
germany B-LOC B-LOC
) O O
41.76 O O
. O O

men O O
's O O
1,000 O O
metres O O
first O O
round O O
: O O

1. O O
sylvain B-PER O
bouchard I-PER O
( O O
canada B-LOC B-LOC
) O O
1 O O
minute O O
16.24 O O
seconds O O

2. O O
sergey B-PER O
klevchenya I-PER O
( O O
russia B-LOC B-LOC
) O O
1:16.31 O O

3. O O
jan B-PER B-PER
bos I-PER I-PER
( O O
netherlands B-LOC B-LOC
) O O
1:16.38 O O

4. O O
grunde B-PER O
njos I-PER O
( O O
norway B-LOC B-LOC
) O O
1:16.44 O O

5. O O
lee B-PER B-PER
kyou-hyuk I-PER I-PER
( O O
south B-LOC B-LOC
korea I-LOC I-LOC
) O O
1:16.47 O O

6. O O
inoue B-PER O
junichi I-PER O
( O O
japan B-LOC B-LOC
) O O
1:16.61 O O

7. O O
gerard B-PER B-PER
van I-PER I-PER
velde I-PER O
( O O
netherlands B-LOC B-LOC
) O O
1:16.63 O O

8. O O
kim B-PER B-PER
yoon-man I-PER I-PER
( O O
south B-LOC B-LOC
korea I-LOC I-LOC
) O O
1:16.75 O O

9. O O
jeremy B-PER B-PER
wotherspoon I-PER I-PER
( O O
canada B-LOC B-LOC
) O O
1:16.75 O O

10. O O
miyabe B-PER O
yasunori I-PER O
( O O
japan B-LOC B-LOC
) O O
1:16.86 O O

women O O
's O O
1,000 O O
metres O O
first O O
round O O
: O O

1. O O
franziska B-PER O
schenk I-PER O
( O O
germany B-LOC B-LOC
) O O
1:23.17 O O

2. O O
kusunose B-PER O
shiho I-PER O
( O O
japan B-LOC B-LOC
) O O
1:24.77 O O

3. O O
marianne B-PER B-PER
timmer I-PER O
( O O
netherlands B-LOC B-LOC
) O O
1:24.86 O O

4. O O
anka B-PER O
baier I-PER O
( O O
germany B-LOC B-LOC
) O O
1:25.16 O O

5. O O
becky B-PER O
sundstrom I-PER O
( O O
U.S. B-LOC B-LOC
) O O
1:25.39 O O

6. O O
shimazaki B-PER O
kyoko I-PER O
( O O
japan B-LOC B-LOC
) O O
1:25.51 O O

7. O O
oksana B-PER O
ravllova I-PER O
( O O
russia B-LOC B-LOC
) O O
1:25.55 O O

8. O O
sammiya B-PER O
eriko I-PER O
( O O
japan B-LOC B-LOC
) O O
1:25.79 O O

9. O O
chris B-PER B-PER
witty I-PER I-PER
( O O
U.S. B-LOC B-LOC
) O O
1:25.85 O O

10. O O
xue B-PER O
rulhong I-PER O
( O O
china B-LOC B-LOC
) O O
1:25.89 O O

ALPINE O O
SKIING-OFFICIALS O O
HOPE O O
TO O O
SALVAGE O O
WORLD B-MISC O
CUP I-MISC O
WEEKEND O O
. O O

WHISTLER B-LOC O
, O O
british B-LOC B-MISC
columbia I-LOC I-PER
1996-12-06 O O

world B-MISC B-MISC
cup I-MISC I-MISC
ski O O
officials O O
hope O O
to O O
be O O
able O O
to O O
get O O
in O O
at O O
least O O
one O O
men O O
's O O
downhill O O
training O O
run O O
on O O
saturday O O
in O O
an O O
effort O O
to O O
salvage O O
the O O
weekend O O
racing O O
programme O O
. O O

for O O
the O O
third O O
consecutive O O
day O O
, O O
friday O O
's O O
scheduled O O
training O O
runs O O
were O O
cancelled O O
due O O
to O O
heavy O O
wet O O
snow O O
and O O
fog O O
on O O
whistler B-LOC O
mountain I-LOC O
, O O
leaving O O
the O O
scheduled O O
world B-MISC O
cup I-MISC O
events O O
in O O
jeopardy O O
. O O

rules O O
call O O
for O O
at O O
least O O
one O O
training O O
run O O
to O O
be O O
completed O O
before O O
a O O
world B-MISC O
cup I-MISC O
downhill O O
race O O
can O O
be O O
staged O O
. O O

organisers O O
hope O O
to O O
get O O
that O O
run O O
in O O
on O O
saturday O O
morning O O
, O O
conditions O O
permitting O O
, O O
and O O
stage O O
the O O
race O O
later O O
in O O
the O O
day O O
or O O
on O O
sunday O O
. O O

" O O
there O O
was O O
no O O
possibility O O
today O O
to O O
make O O
a O O
training O O
run O O
, O O
" O O
said O O
bernd B-PER O
zobel I-PER O
, O O
the O O
canadian B-MISC O
men O O
's O O
national O O
coach O O
, O O
citing O O
too O O
much O O
new O O
snow O O
and O O
poor O O
visibility O O
. O O

if O O
organisers O O
are O O
forced O O
to O O
run O O
the O O
downhill O O
on O O
sunday O O
, O O
the O O
super-giant O O
slalom O O
originally O O
scheduled O O
for O O
sunday O O
would O O
likely O O
be O O
abandoned O O
. O O

SOCCER O O
- O O
LEADING O O
SCOTTISH B-MISC O
PREMIER I-MISC O
DIVISION I-MISC O
SCORERS O O
. O O

GLASGOW B-LOC B-LOC
1996-12-07 O O

leading O O
goalscorers O O
in O O
the O O

scottish B-MISC B-MISC
premier I-MISC O
division O O
after O O
saturday O O
's O O
matches O O
: O O

10 O O
- O O
billy B-PER B-PER
dodds I-PER O
( O O
aberdeen B-ORG O
) O O
, O O
pierre B-PER B-PER
van I-PER I-PER
hooydonk I-PER O
( O O
celtic B-ORG B-PER
) O O

9 O O
- O O
paul B-PER B-PER
gascoigne I-PER O
( O O
rangers B-ORG O
) O O

7 O O
- O O
paul B-PER B-PER
wright I-PER I-PER
( O O
kilmarnock B-ORG O
) O O
, O O
ally B-PER O
mccoist I-PER O
( O O
rangers B-ORG O
) O O

6 O O
- O O
andreas B-PER O
thom I-PER O
( O O
celtic B-ORG B-PER
) O O
, O O
dean B-PER O
windass I-PER O
( O O
aberdeen B-ORG O
) O O
, O O

brian B-PER B-PER
laudrup I-PER I-PER
( O O
rangers B-ORG O
) O O
, O O
darren B-PER B-PER
jackson I-PER I-PER

( O O
hibernian B-ORG O
) O O

5 O O
- O O
peter B-PER B-PER
van I-PER I-PER
vossen I-PER O
( O O
rangers B-ORG O
) O O
, O O
gerry B-PER O
britton I-PER O

( O O
dunfermline B-ORG O
) O O
, O O
colin B-PER B-PER
cameron I-PER O
( O O
hearts B-ORG O
) O O
, O O
robert B-PER B-PER

winters B-PER O
( O O
dundee B-ORG O
united I-ORG I-PER
) O O
, O O
paolo B-PER O
di I-PER O
canio I-PER O
( O O
celtic B-ORG O
) O O
. O O

SOCCER O O
- O O
LEADING O O
ENGLISH B-MISC O
GOALSCORERS O O
. O O

LONDON B-LOC B-LOC
1996-12-07 O O

leading O O
goalscorers O O
in O O
the O O
english B-MISC B-MISC

premier O O
league O O
after O O
saturday O O
's O O
matches O O
: O O

13 O O
- O O
ian B-PER B-PER
wright I-PER I-PER
( O O
arsenal B-ORG O
) O O

9 O O
- O O
fabrizio B-PER O
ravanelli I-PER O
( O O
middlesbrough B-ORG O
) O O
, O O
alan B-PER B-PER
shearer I-PER I-PER

( O O
newcastle B-ORG B-ORG
) O O

8 O O
- O O
matthew B-PER B-PER
le I-PER I-PER
tissier I-PER O
( O O
southampton B-ORG O
) O O
, O O
dwight B-PER O
yorke I-PER O
( O O
aston B-ORG O

villa B-ORG B-MISC
) O O
, O O
les B-PER O
ferdinand I-PER O
( O O
newcastle B-ORG O
) O O
, O O
efan B-PER O
ekoku I-PER O
( O O
wimbledon B-LOC O
) O O
, O O

gianluca B-PER O
vialli I-PER O
( O O
chelsea B-ORG O
) O O

7 O O
- O O
robbie B-PER O
earle I-PER O
( O O
wimbledon B-LOC O
) O O
, O O
les B-PER B-PER
ferdinand I-PER O
( O O
newcastle B-ORG O
) O O

6 O O
- O O
marcus B-PER O
gayle I-PER O
( O O
wimbledon B-LOC O
) O O
, O O
gary B-PER B-PER
speed I-PER O
( O O
everton B-ORG O
) O O
, O O
chris B-PER B-PER

sutton B-PER O
( O O
blackburn B-ORG O
) O O

5 O O
- O O
robbie B-PER O
fowler I-PER I-PER
( O O
liverpool B-ORG O
) O O
, O O
steve B-PER B-PER
mcmanaman I-PER I-PER
( O O
liverpool B-ORG B-PER
) O O

4 O O
- O O
peter B-PER B-PER
beardsley I-PER O
( O O
newcastle B-ORG O
) O O
. O O

SOCCER O O
- O O
NORTHERN B-LOC O
IRELAND I-LOC O
PREMIER O O
DIVISION O O
RESULTS O O
/ O O
STANDINGS O O
. O O

LONDON B-LOC B-LOC
1996-12-07 O O

results O O
of O O
northern B-LOC O
ireland I-LOC B-LOC
premier O O

division O O
matches O O
on O O
saturday O O
: O O

ards B-ORG O
crusaders B-ORG O

cliftonville B-ORG O
1 O O
portadown B-ORG O
1 O O

glenavon B-ORG O
2 O O
linfield B-ORG O
1 O O

glentoran B-ORG O
1 O O
coleraine B-ORG O

standings O O
( O O
tabulated O O
- O O
played O O
, O O
won O O
, O O
drawn O O
, O O
lost O O
, O O
goals O O
for O O
, O O

goals O O
against O O
, O O
points O O
) O O
: O O

coleraine B-ORG O
10 O O
7 O O
1 O O
2 O O
18 O O
11 O O
22 O O

linfield B-ORG O
10 O O
4 O O
3 O O
3 O O
13 O O
10 O O
15 O O

crusaders B-ORG O
10 O O
3 O O
4 O O
3 O O
11 O O
9 O O
13 O O

glenavon B-ORG O
10 O O
3 O O
4 O O
3 O O
15 O O
14 O O
13 O O

glentoran B-ORG O
10 O O
3 O O
3 O O
4 O O
18 O O
18 O O
12 O O

portadown B-ORG O
9 O O
3 O O
3 O O
3 O O
11 O O
12 O O
12 O O

ards B-ORG O
10 O O
3 O O
2 O O
5 O O
12 O O
17 O O
11 O O

cliftonville B-ORG O
9 O O
1 O O
4 O O
4 O O
5 O O
12 O O
7 O O

RUGBY B-ORG B-ORG
UNION I-ORG I-ORG
- O O
BRITISH O O
RESULTS O O
. O O

LONDON B-LOC B-LOC
1996-12-07 O O

results O O
of O O
british B-MISC B-MISC
rugby O O
union O O

matches O O
on O O
saturday O O
: O O

pilkington B-MISC O
cup I-MISC B-LOC
fourth O O
round O O

reading B-ORG O
50 O O
widnes B-ORG O
3 O O

english B-MISC B-MISC
division O O
one O O

bath B-ORG B-LOC
35 O O
harlequins B-ORG O
20 O O

gloucester B-ORG O
29 O O
london B-ORG B-LOC
irish I-ORG I-PER
19 O O

orrell B-ORG O
22 O O
west B-ORG O
hartlepool I-ORG O
15 O O

wasps B-ORG O
15 O O
bristol B-ORG O
13 O O

welsh B-MISC B-ORG
division O O
one O O

caerphilly B-ORG O
20 O O
cardiff B-ORG O
34 O O

llanelli B-ORG O
97 O O
newbridge B-ORG O
10 O O

newport B-ORG O
45 O O
dunvant B-ORG O
22 O O

pontypridd B-ORG O
53 O O
bridgend B-ORG O
9 O O

swansea B-ORG B-ORG
49 O O
neath B-ORG O
10 O O

treorchy B-ORG O
13 O O
ebbw B-ORG O
vale I-ORG O
17 O O

scottish B-MISC B-MISC
division O O
one O O

boroughmuir B-ORG O
31 O O
watsonians B-ORG O
35 O O

SOCCER O O
- O O
SCOTTISH B-MISC O
PREMIER O O
DIVISION O O
SUMMARIES O O
. O O

GLASGOW B-LOC B-LOC
1996-12-07 O O

summaries O O
of O O
scottish B-MISC B-MISC
premier O O
division O O
matches O O
played O O
on O O
saturday O O
: O O

dunfermline B-ORG O
2 O O
( O O
millar B-PER O
43 O O
, O O
46 O O
penalty O O
) O O
aberdeen B-ORG O
3 O O
( O O
miller B-PER O
10 O O
, O O
rowson B-PER O
55 O O
, O O
windass O O
78 O O
) O O
. O O

halftime O O
1-1 O O
. O O

attendance O O
: O O
5,465 O O

hearts B-ORG O
raith B-ORG O
. O <pad>

10,719 O O

kilmarnock B-ORG O
dundee B-ORG <pad>
united I-ORG <pad>
2 O O
( O O
olafsson B-PER O
22 O O
, O O
51 O O
) O O
. O O

0-1 O O
. O O

5,812 O O

motherwell B-ORG O
2 O O
( O O
davies B-PER O
39 O O
, O O
ross B-PER B-PER
89 O O
) O O
celtic B-ORG B-PER
1 O O
( O O
hay B-PER O
83 O O
) O O
. O O

1-0 O O
. O O

11,589 O O

rangers B-ORG I-ORG
4 O O
( O O
ferguson B-PER O
34 O O
, O O
mccoist B-PER O
71 O O
74 O O
, O O
laudrup B-PER O
83 O O
) O O
hibernian B-ORG O
3 O O
( O O
wright B-PER O
21 O O
, O O
jackson B-PER O
41 O O
, O O
mcginlay B-PER O
86 O O
) O O
. O O

1-2 O O
. O O

48,053 O O
. O O

RUGBY B-ORG B-ORG
UNION I-ORG I-ORG
- O O
RETIRING O O
CAMPESE B-PER O
WEIGHS O O
UP O O
OPTIONS O O
. O O

LONDON B-LOC B-LOC
1996-12-07 O O

david B-PER B-PER
campese I-PER I-PER
will O O
consider O O
offers O O
to O O
play O O
club O O
rugby O O
in O O
england B-LOC B-LOC
but O O
looks O O
more O O
likely O O
to O O
spend O O
the O O
next O O
year O O
chasing O O
business O O
opportunities O O
in O O
australia B-LOC B-LOC
. O O

the O O
34-year-old O O
winger O O
played O O
his O O
final O O
game O O
in O O
a O O
wallaby B-ORG O
jersey O O
on O O
saturday O O
but O O
is O O
currently O O
a O O
target O O
for O O
clubs O O
eager O O
to O O
match O O
london B-LOC B-LOC
side O O
saracens B-ORG O
who O O
have O O
already O O
snapped O O
up O O
francois B-PER O
pienaar I-PER O
, O O
michael B-PER B-PER
lynagh I-PER O
and O O
philippe B-PER O
sella I-PER O
. O O

" O O
if O O
the O O
opportunity O O
is O O
there O O
I O O
'd O O
obviously O O
think O O
about O O
it O O
but O O
the O O
thing O O
that O O
holds O O
me O O
back O O
is O O
business O O
, O O
" O O
said O O
campese B-PER O
. O O

" O O
I O O
'd O O
like O O
to O O
come O O
over O O
but O O
there O O
are O O
a O O
lot O O
of O O
things O O
happening O O
at O O
home O O
. O O

I O O
've O O
also O O
got O O
a O O
contract O O
to O O
play O O
for O O
new B-ORG O
south I-ORG O
wales I-ORG O
in O O
the O O
super O O
12 O O
next O O
year O O
. O O
" O O

former O O
wallaby B-ORG O
captain O O
nick B-PER O
farr-jones I-PER O
believes O O
campese B-PER O
may O O
yet O O
be O O
tempted O O
to O O
england B-LOC B-LOC
. O O

" O O
I O O
'm O O
sure O O
there O O
are O O
a O O
few O O
people O O
in O O
england B-LOC B-LOC
who O O
'd O O
be O O
delighted O O
to O O
have O O
david B-PER B-PER
campese I-PER O
in O O
their O O
club O O
's O O
jersey O O
, O O
" O O
he O O
said O O
. O O

SOCCER O O
- O O
ENGLISH B-MISC B-MISC
PREMIER O O
LEAGUE O O
SUMMARIES O O
. O O

LONDON B-LOC B-LOC
1996-12-07 O O

summaries O O
of O O
english B-MISC B-MISC
premier O O

lealgue O O
matches O O
on O O
saturday O O
: O O

arsenal B-ORG O
2 O O
( O O
adams B-PER O
45 O O
, O O
vieira B-PER O
90 O O
) O O
derby B-ORG O
2 O O
( O O
sturridge B-PER O
62 O O
, O O
powell B-PER O

71 O O
) O O
. O O

halftime O O
1-0 O O
. O O

attendance O O
: O O
38,018 O O

chelsea B-ORG B-ORG
2 O O
( O O
zola B-PER O
12 O O
, O O
vialli B-PER O
55 O O
) O O
everton B-ORG O
2 O O
( O O
branch B-PER O
17 O O
, O O

kanchelskis B-PER O
28 O O
) O O
. O O

1-2 O O
. O O

28,418 O O

coventry B-ORG B-ORG
1 O O
( O O
whelan B-PER O
60 O O
) O O
tottenham B-ORG O
2 O O
( O O
sheringham B-PER O
27 O O
, O O
sinton B-PER O
75 O O
) O O
. O O

0-1 O O
. O O

19,675 O O

leicester B-ORG B-LOC
1 O O
( O O
marshall B-PER O
78 O O
) O O
blackburn B-ORG O
1 O O
( O O
sutton B-PER O
34 O O
) O O
. O O

0-1 O O
. O O

19,306 O O

liverpool B-ORG B-ORG
sheffield B-ORG <pad>
wednesday I-ORG O
1 O O
( O O
whittingham B-PER O
22 O O
) O O
. O O

0-1 O O
. O O

39,507 O O

middlesbrough B-ORG O
leeds B-ORG <pad>
. O <pad>

30,018 O O

southampton B-ORG B-ORG
aston B-ORG <pad>
villa I-ORG <pad>
1 O O
( O O
townsend B-PER O
34 O O
) O O
. O O

0-1 O O
. O O

15,232 O O

sunderland B-ORG B-ORG
1 O O
( O O
melville B-PER O
83 O O
) O O
wimbledon B-LOC O
3 O O
( O O
ekoku B-PER O
8 O O
, O O
29 O O
, O O
holdsworth B-PER O

89 O O
) O O
. O O

0-2 O O
. O O

19,672 O O
. O O

SOCCER O O
- O O
SCOTTISH B-MISC O
LEAGUE O O
STANDINGS O O
. O O

GLASGOW B-LOC B-LOC
1996-12-07 O O

scottish B-MISC B-MISC
league O O
standings O O
after O O

saturday O O
's O O
matches O O
( O O
tabulated O O
- O O
played O O
, O O
won O O
, O O
drawn O O
, O O
lost O O
, O O
goals O O

for O O
, O O
goals O O
against O O
, O O
points O O
) O O
: O O

premier O O
division O O

rangers B-ORG I-ORG
14 O O
11 O O
2 O O
1 O O
35 O O
12 O O
35 O O

celtic B-ORG B-ORG
14 O O
8 O O
3 O O
3 O O
32 O O
15 O O
27 O O

aberdeen B-ORG B-ORG
15 O O
7 O O
4 O O
4 O O
28 O O
19 O O
25 O O

hearts B-ORG O
15 O O
5 O O
6 O O
4 O O
18 O O
19 O O
21 O O

hibernian B-ORG O
15 O O
5 O O
3 O O
7 O O
16 O O
25 O O
18 O O

dundee B-ORG B-ORG
united I-ORG I-ORG
15 O O
4 O O
5 O O
6 O O
17 O O
17 O O
17 O O

motherwell B-ORG O
15 O O
4 O O
5 O O
6 O O
17 O O
23 O O
17 O O

dunfermline B-ORG O
14 O O
4 O O
5 O O
5 O O
19 O O
27 O O
17 O O

raith B-ORG O
15 O O
3 O O
3 O O
9 O O
14 O O
27 O O
12 O O

kilmarnock B-ORG O
14 O O
3 O O
2 O O
9 O O
17 O O
29 O O
11 O O

division O O
one O O

st B-ORG B-ORG
johnstone I-ORG O
17 O O
12 O O
2 O O
3 O O
36 O O
8 O O
38 O O

falkirk B-ORG O
17 O O
9 O O
2 O O
6 O O
18 O O
15 O O
29 O O

airdrieonians B-ORG O
16 O O
6 O O
8 O O
2 O O
26 O O
16 O O
26 O O

dundee B-ORG B-ORG
16 O O
7 O O
5 O O
4 O O
12 O O
8 O O
26 O O

partick B-ORG O
16 O O
6 O O
6 O O
4 O O
23 O O
16 O O
24 O O

st B-ORG B-ORG
mirren I-ORG O
16 O O
7 O O
2 O O
7 O O
22 O O
21 O O
23 O O

greenock B-ORG O
morton I-ORG O
16 O O
6 O O
4 O O
6 O O
17 O O
16 O O
22 O O

clydebank B-ORG O
16 O O
4 O O
2 O O
10 O O
11 O O
25 O O
14 O O

stirling B-ORG B-ORG
16 O O
3 O O
3 O O
10 O O
18 O O
33 O O
12 O O

east B-ORG I-MISC
fife I-ORG I-LOC
14 O O
1 O O
4 O O
9 O O
10 O O
35 O O
7 O O

division O O
two O O

ayr B-ORG B-ORG
16 O O
11 O O
2 O O
3 O O
30 O O
18 O O
35 O O

livingston B-ORG B-ORG
16 O O
10 O O
4 O O
2 O O
27 O O
13 O O
34 O O

hamilton B-ORG B-PER
15 O O
9 O O
4 O O
2 O O
31 O O
11 O O
31 O O

clyde B-ORG B-PER
15 O O
6 O O
4 O O
5 O O
21 O O
20 O O
22 O O

queen B-ORG B-PER
of I-ORG O
south I-ORG B-LOC
16 O O
6 O O
4 O O
6 O O
24 O O
27 O O
22 O O

stenhousemuir B-ORG O
15 O O
4 O O
5 O O
6 O O
18 O O
12 O O
17 O O

stranraer B-ORG O
15 O O
5 O O
2 O O
8 O O
13 O O
21 O O
17 O O

dumbarton B-ORG O
16 O O
4 O O
4 O O
8 O O
18 O O
29 O O
16 O O

brechin B-ORG O
16 O O
3 O O
6 O O
7 O O
14 O O
20 O O
15 O O

berwick B-ORG O
16 O O
1 O O
3 O O
12 O O
16 O O
41 O O
6 O O

division O O
three O O

montrose B-ORG O
17 O O
9 O O
3 O O
5 O O
30 O O
25 O O
30 O O

inverness B-ORG O
thistle I-ORG O
16 O O
8 O O
5 O O
3 O O
28 O O
20 O O
29 O O

ross B-ORG B-PER
county I-ORG I-PER
17 O O
8 O O
3 O O
6 O O
27 O O
23 O O
27 O O

alloa B-ORG O
16 O O
7 O O
4 O O
5 O O
24 O O
21 O O
25 O O

cowdenbeath B-ORG O
15 O O
7 O O
3 O O
5 O O
22 O O
16 O O
24 O O

albion B-ORG B-ORG
16 O O
6 O O
